blockHash,blockNumber,confirmations,cumulativeGasUsed,from,gas,gasPrice,gasUsed,timeStamp,epoch,budget_Ether,budget_USD,Ether_to_USD,txn_Fee_Ether,txn_Fee_USD,token_price_Ether,token_price_USD,marketCap_Ether,marketCap_USD_Million
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,199060,0xe087bc674e53b1b48ca0d8bd6691eaaea2ff78dc,200000,1020000000000,99562,2017-10-15 10:01:15,1508061675,61.7,19893.005500000003,322.415,0.10155324,32.7422878746,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,298622,0x0046a7c2d9d55fbfbd3bb829995aa25d4bf6e401,200000,1000000000000,99562,2017-10-15 10:01:15,1508061675,200.0,64483.00000000001,322.415,0.099562,32.100282230000005,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,498185,0x0014f112fdf769779b38ead59b66f955dad1b147,200000,300000000000,99562,2017-10-15 10:01:15,1508061675,90.8,29275.282,322.415,0.0298686,9.630084669,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,597747,0x0013742c72bc005ef342eb367374d089ac6dd481,200000,149755000010,99562,2017-10-15 10:01:15,1508061675,333.0,107364.195,322.415,0.01490990731099562,4.807177765674653,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,776506,0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96,200000,100000000000,99562,2017-10-15 10:01:15,1508061675,13.7,4417.0855,322.415,0.0099562,3.210028223,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,876004,0x2ee824bf2fad9d0e360bdccd74c2b5d3f634b9c2,200000,100000000000,99498,2017-10-15 10:01:15,1508061675,18.3,5900.1945000000005,322.415,0.0099498,3.207964767,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,975566,0x7adc26b95c3e4625e1ac01f4eba38273e6c1ce48,200000,100000000000,99562,2017-10-15 10:01:15,1508061675,2.505,807.649575,322.415,0.0099562,3.210028223,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,1075128,0xd0c352dbc3f03762421093ac7225224cca2f54f9,200000,100000000000,99562,2017-10-15 10:01:15,1508061675,1.0,322.415,322.415,0.0099562,3.210028223,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,1310217,0x0035fc5208ef989c28d47e552e92b0c507d2b318,200000,50000000000,99498,2017-10-15 10:01:15,1508061675,2.0,644.83,322.415,0.0049749,1.6039823835,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,1409779,0xf156f0e79a516f69163743f87e592677fe3e74f7,200000,50000000000,99562,2017-10-15 10:01:15,1508061675,50.0,16120.750000000002,322.415,0.0049781,1.6050141115,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x14f17835658527a0073602d355d5b17ffae09a1aa940da40ad66a53c0a5c428a,4367622,4529167,1509341,0xea982050e0777f55c745aecaa048b8874ca2a81b,200000,50000000000,99562,2017-10-15 10:01:15,1508061675,20.0,6448.3,322.415,0.0049781,1.6050141115,22.098694335904028,7124.9505343104975,220986943.3590403,71249.50534310497
0x1353d278e2dde209bca7c8edbb350542cbdf169b4dec5315f050fefb12637c49,4367623,4529166,99562,0x0072ffb8069bdd4f791fbf9352a7226c7f46ecd9,200000,100000000130,99562,2017-10-15 10:01:44,1508061704,4.0,1289.66,322.415,0.00995620001294306,3.2100282271730367,21.989327025920872,7089.688873062279,219893270.2592087,70896.88873062278
0x1353d278e2dde209bca7c8edbb350542cbdf169b4dec5315f050fefb12637c49,4367623,4529166,5759047,0x4a9924ef83a357ec4c978a66ddddfe9cd325b0bd,200000,12500000000,99562,2017-10-15 10:01:44,1508061704,35.0,11284.525000000001,322.415,0.001244525,0.401253527875,21.989327025920872,7089.688873062279,219893270.2592087,70896.88873062278
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,341562,0x005cb064be2ae806ff8a6eeba102978d6b32d625,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,6.4,2063.456,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,462124,0x4fe56ab3bae1b0a44433458333c4b05a248f8241,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,570.0,183776.55000000002,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,561622,0xef398a72ca7e9c352d14aa297c5c59f604c43bdc,200000,50000000000,99498,2017-10-15 10:02:26,1508061746,10.0,3224.15,322.415,0.0049749,1.6039823835,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,661184,0x006f3b97c4f8cb8ddf2838d296108a63425e63ec,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,5.0,1612.075,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,760746,0xb7ce6873ee9cd4a462a3e13fc8dd93d9a40ae5ba,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,79.005,25472.397075,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,860244,0x5fe82ccf847c7f2a0281fac8fd9bcfc7ef245f9a,200000,50000000000,99498,2017-10-15 10:02:26,1508061746,20.0,6448.3,322.415,0.0049749,1.6039823835,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,959806,0x002e54f5a746d8af042121ad2129c4240bf460a2,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,2.0,644.83,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1059368,0x5fd474f8abdb347ec54b15cbca40b56dd2f2aefc,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,10.105,3258.003575,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1158930,0xac4d821503dff89c3cee4e7797926ae8b7db2554,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,3.3,1063.9695,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1258492,0x762a1795292a3d9355aeea85e4b174e9bd8cc3cd,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,5.0,1612.075,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1357990,0x00116621921d8a7b01706539d19d65ec48dc7dcf,200000,50000000000,99498,2017-10-15 10:02:26,1508061746,5.5,1773.2825,322.415,0.0049749,1.6039823835,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1457552,0xe04a97005acf858ce1f991e18fd742c98422d5b1,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,9.0,2901.735,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1557114,0x28cd36b7b86b3d6a8d53f0332fc3563489aee858,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,15.0,4836.225,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1656676,0x4ed4ef795465ef79cd0fcba0f6ca3f35a1ac1816,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,5.2,1676.5580000000002,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1756238,0x15245f6c73bdddef958c94650431c4c2330d4faa,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,7.0,2256.905,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1855800,0xb6694b3bedd5ba593526ce5e1d6f5ce899ce70b5,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,77.9625,25136.279437500005,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,1955298,0x00a02c4b206630fe17cf7657ea80f1b6fab809da,200000,50000000000,99498,2017-10-15 10:02:26,1508061746,10.0,3224.15,322.415,0.0049749,1.6039823835,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,2054860,0x3024413123731ac0ce07c13e9511c0bb76a228d9,200000,50000000000,99562,2017-10-15 10:02:26,1508061746,20.0,6448.3,322.415,0.0049781,1.6050141115,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0xabf88147f3674e054927dce6e01f1913e549ad3a6ec260b54df1b4385c1d0c06,4367624,4529165,2154358,0xf8536ca7a25cbf70df754fa310079ada4c6114c2,200000,50000000000,99498,2017-10-15 10:02:26,1508061746,5.0,1612.075,322.415,0.0049749,1.6039823835,21.832837152048764,7039.234190377802,218328371.52048764,70392.34190377803
0x94237f15c9c0c4234460736467b4773f54adf1284849188234c348e3b4bb2cc4,4367626,4529163,99562,0x00f1f605aa47e882d4c33a928fb1620881682ebd,200000,100000000000,99562,2017-10-15 10:02:30,1508061750,400.0,128966.00000000001,322.415,0.0099562,3.210028223,21.818049357021994,7034.466383444247,218180493.57021993,70344.66383444246
0x94237f15c9c0c4234460736467b4773f54adf1284849188234c348e3b4bb2cc4,4367626,4529163,199124,0xecda139d1a13ac2f0ea53cd2be13188e54a1c4b3,200000,50000000000,99562,2017-10-15 10:02:30,1508061750,5.9399999999999995,1915.1451,322.415,0.0049781,1.6050141115,21.818049357021994,7034.466383444247,218180493.57021993,70344.66383444246
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,365911,0x00bfe488a26ec2e61bfd6a2f59e445980752d634,200000,50000000000,99498,2017-10-15 10:02:45,1508061765,2.5,806.0375,322.415,0.0049749,1.6039823835,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,465473,0x0054e99a8a384386279936d42dcbabb4a710ee74,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,15.0,4836.225,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,565035,0xed8f71ffd7c2e8d8b37564a4e3b5d6fefa7f66c1,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,30.01266,9676.5317739,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,664533,0xcd24a754c817f83acfd14e75dc751f3fa9babf35,200000,50000000000,99498,2017-10-15 10:02:45,1508061765,17.28669,5573.48815635,322.415,0.0049749,1.6039823835,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,764095,0x3716046b0394219102f5c2cdfd234312c0cb59a2,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,101.0,32563.915,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,863657,0xee58852b55610f513c694362070de7122a144b87,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,199.9,64450.7585,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,963219,0x48f5ae497b444b6acc53150116526f0b239d1170,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,245.0,78991.675,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1062781,0xc05217770e1cae59d85c04f333cabfde7c7dbefb,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,18.0,5803.47,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1162279,0x635954403448b9f55655fd5dbcc9675e8a4b8109,200000,50000000000,99498,2017-10-15 10:02:45,1508061765,33.005,10641.307075,322.415,0.0049749,1.6039823835,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1261841,0x377e7e59dc2f5c9e08d0292ece47611b515dfac9,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,20.0,6448.3,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1361403,0xe73a25b58bf440d8ad53eb773f412a4e89e22719,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,40.5,13057.8075,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1460837,0xb0c6e7d0d2756e3c703cb749a78699880892744c,200000,50000000000,99434,2017-10-15 10:02:45,1508061765,100.0,32241.500000000004,322.415,0.0049717,1.6029506555000002,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1560399,0x0055ddcd8b7423b0acec3d0de6c0666b06c14e7c,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,1200.0,386898.0,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1659961,0x8c4a8da8157683e753d28767849df4e6d216c079,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,5.0,1612.075,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1759523,0x00d43d052fcc727cb262971ea068d3f94f774935,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,30.0,9672.45,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1859085,0x00c4cfb90d630bdaab104b05386b6f7aa3574263,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,0.98,315.9667,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,1958647,0x0037428972d6c3f5f40200902235c03843a3ed94,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,20.0,6448.3,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,2058145,0x006c0cc442ab4dc5ed006af112fd7e064511eca8,200000,50000000000,99498,2017-10-15 10:02:45,1508061765,10.004999999999999,3225.762075,322.415,0.0049749,1.6039823835,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,2157579,0xbc13a9ed082cc1556a92d05a143fcd2346ebe62c,200000,50000000000,99434,2017-10-15 10:02:45,1508061765,50.0,16120.750000000002,322.415,0.0049717,1.6029506555000002,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,2257141,0x15a5e1c36ac791c29453dfb2b7eae643a1b17e73,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,4.078,1314.8083700000002,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0x62d765ab8a3c592bd7e84bff8fb77b961f6dbe5d0368052cbcfb92464a41a5f4,4367627,4529162,2356703,0x52e55f169adf75007081d795987122cf82af8e2d,200000,50000000000,99562,2017-10-15 10:02:45,1508061765,30.0,9672.45,322.415,0.0049781,1.6050141115,21.7627729535865,7016.644441830592,217627729.53586498,70166.44441830591
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,351624,0xb422b17a216192f8a25ee6d08342dfeb3e05e6dc,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,25.0,8060.375000000001,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,530447,0x8c94b11f460481f86363563e7eeb447225fdb61e,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,12.6,4062.429,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,629945,0x2d6d291937e1e0158624cc3644af95a6140f2c11,200000,50000000000,99498,2017-10-15 10:02:59,1508061779,5.817,1875.4880550000003,322.415,0.0049749,1.6039823835,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,729507,0x0072726b3815bdcdd6c5fe51f96bee5bfd7ca289,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,4.505,1452.479575,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,829069,0xab416fe30d58afe5d9454c7fce7f830bcc750356,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,75.0,24181.125,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,928631,0x6813622de314f3d0f3fa46717374e12a7bf6ffac,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,19.56,6306.4374,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
0xb020e17cd614a229c0cf33b22da31d1f33e4009f05a2c7dbab09708cb09a72f3,4367628,4529161,1028193,0xdf423fe29ac1331bfcdc8e01f2934a971e4dfb72,200000,50000000000,99562,2017-10-15 10:02:59,1508061779,3.0,967.2450000000001,322.415,0.0049781,1.6050141115,21.711433562889376,7000.091852178978,217114335.62889376,70000.91852178978
